approximate,20,1
approximate,21,1
approximate,22,1
approximate,56,1
approximate,57,1
approximate,99,1
approximate,118,3
approximate,119,4
approximate,134,1
approximate,135,2
approximate,187,1
approximate,197,1
approximate,212,1
approximate,213,1
approximate,214,1
approximate,283,1
approximate,285,1
approximate,321,1
approximate,328,1
approximate,345,1
approximate,347,2
approximate,348,1
approximate,349,1
approximate,351,3
approximate,390,1
approximate,407,1
approximate,421,1
approximate,434,1
approximate,486,1
approximate,491,1
approximate,492,1
approximate,510,1
approximation,58,2
approximation,117,1
approximation,118,2
approximation,119,1
approximation,135,1
approximation,234,1
approximation,252,1
approximation,272,1
approximation,284,1
approximation,285,1
approximation,344,1
approximation,348,1
approximation,351,1
approximation,470,3
approximation,471,1
approximation,472,1
approximation,479,1
approximation,497,1
bayes,69,1
bias,17,1
bias,46,1
bias,47,2
bias,49,1
bias,56,1
bias,57,1
bias,58,1
bias,62,1
bias,67,1
bias,73,1
bias,74,1
bias,96,2
bias,97,1
bias,98,1
bias,105,1
bias,112,1
bias,121,1
bias,195,1
bias,209,1
bias,253,1
bias,270,1
bias,298,1
bias,300,1
bias,323,2
bias,396,1
bias,409,1
bias,512,1
boundary,82,1
conditional probability,316,1
conditional probability,398,1
conditional probability,469,2
conditional probability,477,1
constraint,69,1
convergence,191,1
correlation coefficient,77,1
correlation coefficient,455,1
covariance,53,1
covariance,56,1
covariance,64,1
covariance,131,1
covariance,132,3
covariance,133,3
covariance,145,2
covariance,158,2
covariance,159,1
covariance,190,1
covariance,194,3
covariance,195,5
covariance,196,6
covariance,198,1
covariance,199,1
covariance,201,1
covariance,209,2
covariance,215,1
covariance,220,1
covariance,227,1
covariance,252,1
covariance,341,1
covariance,355,1
covariance,433,1
covariance,456,1
covariance,463,1
covariance,492,1
cumulative distribution,104,2
cumulative distribution,105,1
cumulative distribution,185,1
cumulative distribution,312,1
cumulative distribution,313,2
cumulative distribution,357,1
cumulative distribution,363,2
cumulative distribution,396,1
cumulative distribution,399,1
cumulative distribution,404,1
cumulative distribution,417,1
cumulative distribution,440,1
cumulative distribution,479,1
derivative,39,1
derivative,180,3
derivative,185,2
derivative,208,1
derivative,310,1
derivative,419,2
derivative,491,1
discrimination,3,1
discrimination,11,1
discrimination,51,1
discrimination,61,1
discrimination,70,1
discrimination,85,1
discrimination,91,2
discrimination,95,1
discrimination,99,1
discrimination,103,3
discrimination,109,4
discrimination,113,1
discrimination,122,1
discrimination,198,1
discrimination,240,1
discrimination,256,1
discrimination,257,1
discrimination,266,1
discrimination,268,1
discrimination,269,1
discrimination,272,1
discrimination,275,1
discrimination,282,1
discrimination,294,1
discrimination,298,1
discrimination,326,1
discrimination,331,1
discrimination,336,1
discrimination,340,1
discrimination,350,2
discrimination,440,1
discrimination,460,1
discrimination,498,2
discrimination,499,1
discrimination,500,1
discrimination,501,2
discrimination,512,1
distribution,4,1
distribution,13,1
distribution,19,2
distribution,31,3
distribution,32,1
distribution,38,3
distribution,39,1
distribution,46,1
distribution,49,1
distribution,55,1
distribution,56,2
distribution,58,1
distribution,65,1
distribution,72,1
distribution,79,1
distribution,89,2
distribution,91,1
distribution,96,1
distribution,104,10
distribution,105,3
distribution,107,1
distribution,113,1
distribution,122,1
distribution,140,1
distribution,144,1
distribution,145,2
distribution,184,2
distribution,185,2
distribution,187,1
distribution,189,2
distribution,193,1
distribution,195,1
distribution,196,1
distribution,197,1
distribution,200,2
distribution,201,4
distribution,214,1
distribution,218,1
distribution,227,1
distribution,230,1
distribution,234,3
distribution,257,2
distribution,268,1
distribution,269,1
distribution,278,1
distribution,309,1
distribution,312,1
distribution,313,3
distribution,320,1
distribution,350,1
distribution,355,2
distribution,356,3
distribution,357,4
distribution,358,1
distribution,359,1
distribution,360,1
distribution,363,2
distribution,365,1
distribution,383,2
distribution,384,3
distribution,387,1
distribution,394,2
distribution,396,1
distribution,399,2
distribution,401,3
distribution,402,6
distribution,403,2
distribution,404,1
distribution,410,1
distribution,411,3
distribution,415,1
distribution,417,5
distribution,418,4
distribution,420,1
distribution,421,6
distribution,423,1
distribution,430,1
distribution,431,4
distribution,432,2
distribution,433,1
distribution,434,1
distribution,439,2
distribution,440,3
distribution,441,1
distribution,451,3
distribution,471,1
distribution,479,4
distribution,481,1
distribution,498,1
distribution,499,1
dual,495,1
gaussian distribution,355,1
hypothesis testing,1,3
hypothesis testing,97,1
hypothesis testing,128,1
hypothesis testing,190,1
likelihood function,180,2
likelihood function,185,1
likelihood function,186,1
likelihood function,188,1
likelihood function,192,1
likelihood function,193,1
likelihood function,206,1
likelihood function,269,1
likelihood function,310,1
likelihood function,319,1
likelihood function,418,1
likelihood function,420,1
likelihood function,475,2
likelihood function,476,2
likelihood function,491,1
likelihood ratio test,133,1
likelihood ratio test,183,1
likelihood ratio test,203,1
likelihood ratio test,225,1
likelihood ratio test,231,1
likelihood ratio test,271,1
likelihood ratio test,353,1
likelihood ratio test,466,1
likelihood ratio test,474,1
likelihood ratio test,479,1
low rank,63,1
monotone function,387,1
monotonicity,81,1
multidimensional,40,1
multidimensional,140,1
multiplication,199,1
optimization,76,1
outliers,28,5
outliers,355,1
outliers,468,1
penalty function,173,1
penalty function,208,1
polynomial,36,1
polynomial,142,1
quadratic,17,4
quadratic,30,1
quadratic,31,2
quadratic,32,1
quadratic,41,1
quadratic,80,1
quadratic,95,1
quadratic,187,1
quadratic,189,1
quadratic,198,1
quadratic,213,1
quadratic,215,1
quadratic,254,2
quadratic,270,1
quadratic,348,1
quadratic,414,1
quartile,279,2
quartile,416,1
quartile,461,2
ratio function,493,1
ratio function,494,1
residual,10,2
residual,19,1
residual,29,1
residual,32,2
residual,33,1
residual,38,1
residual,49,4
residual,50,3
residual,53,1
residual,66,1
residual,67,2
residual,71,1
residual,118,1
residual,153,1
residual,228,1
residual,232,1
residual,269,1
residual,277,1
residual,310,2
residual,311,6
residual,317,2
residual,318,1
residual,322,1
residual,331,1
residual,332,2
residual,333,2
residual,335,1
residual,439,1
residual,451,1
residual,486,1
residual,491,6
residual,492,1
residual,494,1
residual,508,1
residual,509,2
residual,510,1
residual,511,1
residual,518,2
second derivative,39,1
second derivative,180,1
second derivative,185,1
second derivative,419,1
support vector,98,1
utility function,5,1
alternative hypothesis,17,2
analysis of variance,2,1
analysis of variance,12,1
analysis of variance,15,1
analysis of variance,227,1
average,8,1
average,13,1
average,28,1
average,70,1
average,86,1
average,103,3
average,111,2
average,112,2
average,113,1
average,117,1
average,118,1
average,131,1
average,137,1
average,146,1
average,212,1
average,215,1
average,230,1
average,231,1
average,254,1
average,302,2
average,310,1
average,360,1
average,386,1
average,448,1
average,499,1
average,503,1
average,510,1
average,511,1
backward elimination,67,1
backward elimination,135,1
binary response,71,1
binary response,180,1
binary response,182,1
binary response,185,1
binary response,186,1
binary response,217,1
binary response,222,1
binary response,235,1
binary response,316,1
bivariate,145,1
bootstrap,11,1
bootstrap,40,1
bootstrap,52,1
bootstrap,53,1
bootstrap,54,3
bootstrap,68,3
bootstrap,69,2
bootstrap,75,1
